PMID,Title,Source,Doi,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,Author_16,Author_17,Author_18,Author_19,Author_20,Collective_Name,PubYear,PubMonth,PubDay,OriginalPubDate,Abstract,DOI,DOI_Link,PMC_ID,PMC_Link,MeSH_1,Keyword_1,MeSH_2,Keyword_2,MeSH_3,Keyword_3,MeSH_4,Keyword_4,MeSH_5,Keyword_5,MeSH_6,Keyword_6,MeSH_7,Keyword_7,MeSH_8,Keyword_8,MeSH_9,Keyword_9,MeSH_10,Keyword_10,MeSH_11,Keyword_11,MeSH_12,Keyword_12,MeSH_13,Keyword_13,MeSH_14,Keyword_14,MeSH_15,Keyword_15,MeSH_16,Keyword_16,MeSH_17,Keyword_17,MeSH_18,Keyword_18,MeSH_19,Keyword_19,MeSH_20,Keyword_20,MeSH_21,Keyword_21,MeSH_22,Keyword_22,MeSH_23,Keyword_23,MeSH_24,Keyword_24,MeSH_25,Keyword_25,MeSH_26,Keyword_26,MeSH_27,Keyword_27,MeSH_28,Keyword_28,MeSH_29,Keyword_29,MeSH_30,Keyword_30
"8569018","Initial experience with partial liquid ventilation in adult patients with the acute respiratory distress syndrome.","JAMA","","Hirschl RB","Pranikoff T","Wise C","Overbeck MC","Gauger P","Schreiner RJ","Dechert R","Bartlett RH","","","","","","","","","","","","","","1996","Feb","7","1996 Feb 7","OBJECTIVE: To evaluate the safety and efficacy of partial liquid ventilation (PLV). DESIGN: Before-after trial. SETTING: The surgical intensive care unit at the University of Michigan, Ann Arbor, from April to December 1994. PATIENTS: A consecutive sample of 10 patients aged 19 to 55 years with the acute respiratory distress syndrome who were receiving extracorporeal life support. INTERVENTION: Perflubron was administered into the trachea until the dependent zone of the lung was filled. Gas ventilation of the perflubron-filled lung was then performed (PLV). Volatilized perflubron replacement was repeated daily for from 1 to 7 days with a median cumulative dose of 38 mL/kg (range, 15 to 62 mL/kg). MAIN OUTCOME MEASURES: Physiologic shunt and static pulmonary compliance. RESULTS: Physiologic shunt decreased from a median of 0.72 (range, 0.37 to 1.0) to 0.46 (range, 0.21 to 0.96) over the 72 hours following initiation of PLV (P = .01 by repeated measures analysis of variance). Static pulmonary compliance corrected for patient weight increased from a median of 0.16 mL/cm H2O per kilogram (range, 0.01 to 0.48 mL/cm H2O per kilogram) to 0.27 mL/cm H2O per kilogram (range, 0.05 to 1.11 mL/cm H2O per kilogram) over the same time period (P = .04 by repeated measures analysis of variance). Overall survival was five (50%) of 10 patients. Complications that were potentially associated with PLV included pneumothorax development in one patient and mucus plug formation in one patient. CONCLUSIONS: Perflubron may be safely administered into the lungs of patients with severe respiratory failure receiving extracorporeal life support and may be associated with improvement in gas exchange and pulmonary compliance.","","","","","Adult","","Analysis of Variance","","Blood Gas Analysis","","Female","","Fluorocarbons","","Humans","","Hydrocarbons, Brominated","","Life Support Care","","Lung Compliance","","Male","","Middle Aged","","Positive-Pressure Respiration","","Pulmonary Gas Exchange","","Respiration, Artificial","","Respiratory Distress Syndrome","","Survival Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8686800","Modern treatment modalities for neonatal and pediatric respiratory failure.","Am J Surg","","Arensman RM","Statter MB","Bastawrous AL","Madonna MB","","","","","","","","","","","","","","","","","","1996","Jul","","1996 Jul","BACKGROUND: Respiratory failure secondary to a variety of causes remains a significant cause of morbidity and mortality in the pediatric population. Newer therapies are appearing frequently in an attempt to decrease the number of deaths from this disease state. We briefly review the current literature on some of the newer modalities including: high-frequency ventilation, surfactant, liquid ventilation, and nitric oxide. We then present our experience from the past 11 years in the most invasive, yet successful, therapy for acute respiratory failure-extracorporeal membrane oxygenation (ECMO). METHODS: Retrospective review of all patients treated with ECMO from September 1983 to December 1994 was undertaken. Data were collected from bedside ECMO flow sheets and the standardized data entry forms submitted to the Extracorporeal Life Support Organization. All statistical analyses were performed using a standard statistical software program. RESULTS: During the study period, 194 neonates and 47 pediatric patients were treated with ECMO. The survival rate in the neonatal population is 82% and in the pediatric population it is 40%. The neonatal patients required an average of 153 hours of support while the pediatric patients required 220 hours (P = 0.008). CONCLUSIONS: While the newer treatment modalities discussed may have an important role in treating neonatal and pediatric respiratory failure in the near future, ECMO remains a cornerstone of the modern treatment modalities. Although somewhat invasive, ECMO is effective therapy with increasing survival rates each year.","10.1016/s0002-9610(96)00057-8","https://doi.org/10.1016/s0002-9610(96)00057-8","","","Child","","Child, Preschool","","Extracorporeal Membrane Oxygenation","","Humans","","Infant","","Infant, Newborn","","Nitric Oxide","","Pulmonary Surfactants","","Respiration, Artificial","","Respiratory Insufficiency","","Retrospective Studies","","Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8861466","Partial liquid ventilation in newborn patients with congenital diaphragmatic hernia.","J Pediatr Surg","","Pranikoff T","Gauger PG","Hirschl RB","","","","","","","","","","","","","","","","","","","1996","May","","1996 May","The authors evaluated the safety and efficacy of liquid ventilation with perfluorocarbon in four newborns with congenital diaphragmatic hernia and severe respiratory failure, who were on extracorporeal life support (ECLS). After 2 to 5 days on the ECLS, perflubron was administered into the trachea until the dependent zone of the lung was filled. The first dose was 6 +/- 1 mL/kg (range, 5 to 8 mL/kg). Gas ventilation of the perflubron-filled lung was performed (partial liquid ventilation). The administration of perflubron was repeated daily for 5 to 6 days, with total cumulative doses of 36 +/- 8 mL/kg (range, 26 to 44 mL/kg). A significant increase in PaO(2) (P = .027 by repeated-measures analysis of variance [ANOVA]), a trend toward an increase in arterial oxygen content (P = .052 by repeated-measures ANOVA), and a significant increase in specific static total pulmonary compliance (P = .007 by repeated-measures ANOVA) were observed after administration of the daily dose of perflubron. PaCO(2) data showed a decreasing trend (P = .08 by repeated measures ANOVA). The authors conclude that perflubron can be safely administered into the lungs of newborn patients with congenital diaphragmatic hernia and severe respiratory failure, and it may be associated with improvement in gas exchange and pulmonary compliance.","10.1016/s0022-3468(96)90659-4","https://doi.org/10.1016/s0022-3468(96)90659-4","","","Dose-Response Relationship, Drug","","Drug Administration Schedule","","Extracorporeal Membrane Oxygenation","","Fluorocarbons","","Hernia, Diaphragmatic","","Hernias, Diaphragmatic, Congenital","","Humans","","Hydrocarbons, Brominated","","Infant, Newborn","","Intubation, Intratracheal","","Lung Compliance","","Oxygen","","Pulmonary Gas Exchange","","Respiration, Artificial","","Respiratory Distress Syndrome, Newborn","","Survival Rate","","Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9096170","Partial liquid ventilation in critically ill infants receiving extracorporeal life support. Philadelphia Liquid Ventilation Consortium.","Pediatrics","","Greenspan JS","Fox WW","Rubenstein SD","Wolfson MR","Spinner SS","Shaffer TH","","","","","","","","","","","","","","","","1997","Jan","","1997 Jan","OBJECTIVES: To demonstrate that a period of partial liquid ventilation (PLV) with perflubron improves pulmonary function, without adverse events, in a select group of critically ill infants receiving extracorporeal life support (ECLS) with a high likelihood of mortality. METHODS: This was an open-label, noncontrolled, phase I and II trial of PLV in two infants with congenital diaphragmatic hernia and four infants with acute respiratory distress syndrome (ARDS) who were failing to improve while receiving ECLS. PLV was performed by instilling and maintaining a functional residual capacity of sterile perflubron for 4 to 96 hours. RESULTS: Four infants were successfully weaned off ECLS for at least 3 days, and two infants (both with ARDS) are long-term survivors after PLV. All infants demonstrated lung recruitment and improved lung compliance, and there were no adverse events related to PLV. CONCLUSIONS: The study suggests that perflubron PLV is safe, improves lung function, and recruits lung volume in critically ill infants receiving ECLS. PLV therapy for infants with ARDS seems to have a great deal of promise. Based on this and other phase I and II trials, studies of PLV on selected full-term infants before ECLS have been initiated.","10.1542/peds.99.1.e2","https://doi.org/10.1542/peds.99.1.e2","","","Emulsions","","Extracorporeal Membrane Oxygenation","","Female","","Fluorocarbons","","Hernia, Diaphragmatic","","Hernias, Diaphragmatic, Congenital","","Humans","","Hydrocarbons, Brominated","","Infant","","Infant, Newborn","","Life Support Care","","Lung","","Lung Compliance","","Male","","Persistent Fetal Circulation Syndrome","","Respiration, Artificial","","Respiratory Distress Syndrome, Newborn","","Respiratory Insufficiency","","","","","","","","","","","","","","","","","","","","","","","","",""
"9135303","Pharmacodynamics and pharmacokinetics of rocuronium in intensive care patients.","Br J Anaesth","","Sparr HJ","Wierda JM","Proost JH","Keller C","Khuenl-Brady KS","","","","","","","","","","","","","","","","","1997","Mar","","1997 Mar","We have studied dose requirements, recovery times and pharmacokinetics of rocuronium in 32 intensive care patients. After an initial dose of 50 mg, rocuronium was administered as maintenance doses of 25 mg whenever two responses to train-of-four (TOF) stimulation reappeared (bolus group; n = 27) or by continuous infusion to maintain one response in the TOF (infusion group; n = 5). Median requirements for rocuronium were 27.4 (range 14.5-68.3) mg h-1 and 43.7 (30.9-50.3) mg h-1 in patients in the bolus and infusion groups, respectively. Median total duration of rocuronium administration was 29.0 (12.4-95.5) h and 63.4 (24.0-140.3) h, respectively. Median time from administration of the last bolus dose and end of infusion to recovery of the fourth twitch in the TOF was 100 (45-300) min and 60 (15-155) min, respectively. Arterial blood samples were obtained for up to 10 h after cessation of rocuronium administration, and concentrations of the parent compound and its putative metabolites were measured using high pressure liquid chromatography (HPLC). The plasma concentration profile (n = 12) was described adequately by a two-compartment model. Mean plasma clearance (Cl), steady-state distribution volume (Vss), mean residence time (MRT) and elimination half-life (T1/2 beta) were 3.16 (SD 1.15) ml kg-1 min-1, 769 (334) ml kg-1, 262 (120) min and 337 (163) min, respectively. Recovery times, Vss, MRT, and T1/2 beta differed from previously published data obtained after rocuronium infusion of moderate duration in surgical patients.","10.1093/bja/78.3.267","https://doi.org/10.1093/bja/78.3.267","","","Adolescent","","Adult","","Aged","","Androstanols","","Critical Care","","Drug Administration Schedule","","Female","","Humans","","Male","","Middle Aged","","Neuromuscular Blockade","","Neuromuscular Junction","","Neuromuscular Nondepolarizing Agents","","Respiration, Artificial","","Rocuronium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9160311","Pulmonary pathology of patients treated with partial liquid ventilation.","Mod Pathol","","Bruch LA","Flint A","Hirschl RB","","","","","","","","","","","","","","","","","","","1997","May","","1997 May","Initial trials of partial liquid ventilation (PLV), which is gas ventilation of perfluorocarbon-filled lungs, are underway in patients with severe respiratory failure. We report the first study of the effects of the perfluorocarbon, perflubron, on the lung. Necropsies were conducted in nine patients (seven adults and two neonates; mean adult age, 31 +/- 5 yr) managed with PLV (average number of doses, 4 +/- 1). All of the patients required extracorporeal life support. The patients had pneumonia with the acute respiratory distress syndrome (six patients), trauma/capillary leak syndrome (one patient), congenital diaphragmatic hernia (one patient), and primary pulmonary hypertension (one patient). Nine adult patients (mean age, 37 +/- 5 yr) with acute respiratory distress syndrome requiring extracorporeal life support served as a control. Pathologic findings were evaluated in both groups. Lung weights in the adult patients of both groups were elevated (mean weight of PLV-treated right lung, 1401 +/- 186 g; mean weight of PLV-treated left lung, 1131 +/- 177 g; mean weight of control right lung, 1018 +/- 91 g; mean weight of control left lung, 988 +/- 80 g). There was no significant difference between the two groups (right lung, P = .066; left lung, P = .436). Frequent gross findings included focal consolidation, patchy hemorrhage, and glassy cut surfaces. The histologic findings were similar in both groups. Diffuse alveolar damage (either proliferative phase or mixed proliferative and exudative phases) was seen in all nine of the study patients. Eight of the nine control patients had diffuse alveolar damage (five had proliferative phase only, one had mixed proliferative and exudative phases, and two had exudative phase only). One other patient had extensive parenchymal necrosis. Other frequent findings were intra-alveolar hemorrhage, numerous intra-alveolar macrophages, and organization of exudate. PLV with perflubron in patients with adult and neonatal respiratory distress syndromes is not associated with unique pathologic findings in the human lung.","","","","","Administration, Inhalation","","Adult","","Female","","Fluorocarbons","","Humans","","Hydrocarbons, Brominated","","Infant","","Infant, Newborn","","Lung","","Male","","Middle Aged","","Pulmonary Ventilation","","Respiration, Artificial","","Respiratory Insufficiency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9564431","Demonstration of a method to characterize and develop airway access devices for total liquid ventilation.","Artif Cells Blood Substit Immobil Biotechnol","","Chambers S","Laberteaux K","Hirschl R","","","","","","","","","","","","","","","","","","","1998","Mar","","1998 Mar","Devices are being developed to carry out perfluorocarbon total liquid ventilation (TLV) in adult-sized animals or patients. A limiting factor in the clinical application of TLV lies in the ability to administer adequate tidal volumes of oxygenated perfluorocarbon through airway access devices. A single number, the M-number, is demonstrated in this paper as a systematic method for ranking the flow characteristics of currently available airway access devices, such as endotracheal or tracheostomy tubes, and for designing new airway access devices exclusively for TLV. The M-number of several commonly used endotracheal and tracheostomy tubes is determined as a demonstration of the use of the M-number. Two nomograms are presented based on the M-number, and a description for their use in the clinical and laboratory settings is given.","10.3109/10731199809119771","https://doi.org/10.3109/10731199809119771","","","Adult","","Animals","","Biomechanical Phenomena","","Extracorporeal Membrane Oxygenation","","Fluorocarbons","","Humans","","Life Support Systems","","Respiration, Artificial","","Suction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9619306","Congenital diaphragmatic hernia.","Chest Surg Clin N Am","","Langer JC","","","","","","","","","","","","","","","","","","","","","1998","May","","1998 May","CDH is a developmental abnormality resulting in a diaphragmatic defect which permits abdominal viscera to enter the chest. Most cases occur through the posterolateral foramen of Bochdalek. The mortality rate associated with CDH remains high due to the presence of associated anomalies, pulmonary hypoplasia, and pulmonary hypertension in those with adequate lung parenchyma to initially support life. A large number of approaches have been used to manage these infants, including delayed surgical repair, pharmacologic treatment of pulmonary hypertension, high frequency oscillation, ECMO, and surfactant therapy. New, and as yet unproven, innovations such as permissive hypercapnea, fetal surgery, and liquid ventilation may provide greater hope in the future for severely affected infants. Although most surviving children with CDH do well, a significant incidence of gastrointestinal and neurologic morbidity still exists.","","","","","Extracorporeal Membrane Oxygenation","","Fetal Diseases","","Fetus","","Hernia, Diaphragmatic","","Hernias, Diaphragmatic, Congenital","","Humans","","Infant, Newborn","","Infant, Newborn, Diseases","","Lung Transplantation","","Respiration, Artificial","","Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9811079","Liquid ventilation in an infant with pulmonary alveolar proteinosis.","Pediatr Pulmonol","","Tsai WC","Lewis D","Nasr SZ","Hirschl RB","","","","","","","","","","","","","","","","","","1998","Oct","","1998 Oct","Partial liquid ventilation (PLV) has been applied in various pulmonary diseases. We describe the use of partial liquid ventilation as a lavage method following normal saline (NS) lavage in an infant with pulmonary alveolar proteinosis (PAP) and severe hypoxemia. A 6 weeks old 3.4 kg former 36 weeks gestation boy on supplemental oxygen was transferred to our NICU with persistent tachypnea, dry cough, and increasing oxygen requirements. A lingular open lung biopsy revealed PAP. He developed progressive respiratory failure requiring ventilatory support, necessitating conventional NS lavage, followed by lung lavage with perflubron (LiquiVent; Alliance Pharmaceutical Corp. and Hoechst Marion Roussel) while on venovenous extracorporeal life support (ECLS). Lung lavage with NS and perflubron yielded minimal cloudy effluent. Gas exchange and pulmonary function deteriorated following NS lavage and attempts to discontinue ECLS were poorly tolerated. In contrast, tidal volume, PaO2, and pulmonary compliance increased after PLV, while the (A-a) D(O2) decreased to a point where ECLS was no longer required. Once perflubron was added repeatedly to the ventilator circuit to correct for evaporation over the 4 days of PLV. Cardiovascular status remained stable for several days; however, eventually he required reinitiation of ECLS and more mechanical ventilatory support with each trial off ECLS. He was maintained on high pressures and FiO2 without any possibility to wean him from mechanical ventilation. Life support was withdrawn 1 month after admission. The survival from PAP in infants remains dismal, even with total lung NS lavage. While both NS and perflubron lavage in this patient were not effective in removing the proteinaceous alveolar debris, PLV following NS lavage was associated with an improvement in gas exchange and lung compliance.","10.1002/(sici)1099-0496(199810)26:4<283::aid-ppul8>3.0.co;2-6","https://doi.org/10.1002/(sici)1099-0496(199810)26:4<283::aid-ppul8>3.0.co;2-6","","","Bronchoalveolar Lavage","","Emulsions","","Fluorocarbons","","Humans","","Hydrocarbons, Brominated","","Infant","","Life Support Care","","Male","","Pulmonary Alveolar Proteinosis","","Pulmonary Gas Exchange","","Respiration, Artificial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9833808","Partial liquid ventilation in adult patients with ARDS: a multicenter phase I-II trial. Adult PLV Study Group.","Ann Surg","","Hirschl RB","Conrad S","Kaiser R","Zwischenberger JB","Bartlett RH","Booth F","Cardenas V","","","","","","","","","","","","","","","1998","Nov","","1998 Nov","OBJECTIVE: To evaluate the safety and efficacy of partial liquid ventilation (PLV) in adult patients with the acute respiratory distress syndrome (ARDS). SUMMARY BACKGROUND DATA: Previous studies have evaluated gas exchange and the safety of PLV in adult patients with severe respiratory failure whose gas exchange was partially provided by extracorporeal life support (ECLS). This is the first experience with adult patients who were not on ECLS. METHODS: Intratracheal perflubron in a total dose of 30.1 +/- 7.1 ml/kg was administered over a period of 45 +/- 9 hours to nine adult patients with mean age = 49 +/- 4 years and mean PaO2/FiO2 ratio = 128 +/- 7 as part of a prospective, multicenter, phase I-II noncontrolled trial. RESULTS: Significant decreases in mean (A-a)DO2 (baseline = 430 +/- 47, 48 hour = 229 +/- 17, p = 0.0127 by ANOVA) and FiO2 (baseline = 0.82 +/- 0.08, 48 hour = 0.54 +/- 0.06, p = 0.025), along with an increase in mean SvO2 (baseline = 75 +/- 3, 48 hour = 85 +/- 2, p = 0.018 by ANOVA) were observed. No significant changes in pulmonary compliance or hemodynamic variables were noted. Seven of the nine patients in this study survived beyond 28 days after initiation of partial liquid ventilation whereas 5 patients survived to discharge. Three adverse events [hypoxia (2) and hyperbilirubinemia (1)] were determined to be severe in nature. CONCLUSIONS: These data suggest that PLV may be performed safely with few related severe adverse effects. Improvement in gas exchange was observed in this series of adult patients over the 48 hours after initiation of PLV.","10.1097/00000658-199811000-00009","https://doi.org/10.1097/00000658-199811000-00009","PMC1191575","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1191575/","Adult","","Aged","","Humans","","Middle Aged","","Respiration, Artificial","","Respiratory Distress Syndrome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10360215","Liquid ventilation: clinical experiences.","Biomed Instrum Technol","","Greenspan JS","Wolfson MR","Shaffer TH","","","","","","","","","","","","","","","","","","","1999","May","","1999 May-Jun","Liquid breathing has been in the medical literature for nearly 80 years and has been proposed as a means of improving gas exchange in patients with acute respiratory failure since the 1970s. There are many potential clinical applications of perfluorochemical (PFC) liquids that span many specialties in medicine. The ability to lower surface tension directed the initial clinical focus on neonatal therapy in the treatment of respiratory distress syndrome. The first clinical trial of PFC ventilation was performed in neonates in 1989. Additional trials using LiquiVent, a medical-grade PFC liquid, were initiated in 1993 in infants, children, and adults with severe respiratory distress. Based on the results of several studies during this time, it was concluded that the technique of liquid ventilation seemed to be safe, improve lung function, and recruit lung volume in patients from these various populations. More than 100 patients from preterm neonates to elderly patients with respiratory distress have been studied. In general, patients experience improvement in lung function and oxygenation, without adverse events. The results of such trials are encouraging and suggest the feasibility of this technique in the neonate with severe respiratory failure requiring respiratory support. Limitations of the technique include a limited understanding of how it works and its effectiveness in different patient populations. It has also become evident that there is a need for additional diagnostic and therapeutic instrumentation to expedite its implementation in the intensive care environment. This article discusses clinical experiences with liquid ventilation and highlights the technical needs to facilitate its implementation in respiratory care management.","","","","","Adolescent","","Adult","","Aged","","Child","","Child, Preschool","","Clinical Trials as Topic","","Fluorocarbons","","Humans","","Infant","","Infant, Newborn","","Infant, Premature","","Life Support Care","","Middle Aged","","Pulmonary Gas Exchange","","Respiration, Artificial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10461329","Respiratory failure: current status of experimental therapies.","Semin Pediatr Surg","","Hirschl RB","","","","","","","","","","","","","","","","","","","","","1999","Aug","","1999 Aug","A number of advances in the treatment of infants and children with respiratory failure have been investigated in the laboratory with translation to clinical practice. Investigators have recognized that application of high ventilating pressures and failure to apply adequate levels of positive end-expiratory pressure (PEEP) can inflict injury to the already failing lung. Other interventions such as prone positioning and application of new ventilating strategies such as proportional assist ventilation (PAV), inverse ratio ventilation (IRV), high frequency ventilation, liquid ventilation, and intratracheal pulmonary ventilation (ITPV), continue to be developed and explored. Administration of inhaled nitric oxide (iNO) may improve pulmonary physiology and gas exchange in patients with respiratory insufficiency. Finally, the technique of extracorporeal life support (ECLS) is being simplified and refined. This report summarizes the status of these advances and describes the basic science and clinical research that brought them to clinical application.","10.1016/s1055-8586(99)70017-x","https://doi.org/10.1016/s1055-8586(99)70017-x","","","Algorithms","","Animals","","Child","","Extracorporeal Membrane Oxygenation","","Fluorocarbons","","High-Frequency Ventilation","","Humans","","Hypercapnia","","Infant","","Lung","","Nitric Oxide","","Positive-Pressure Respiration","","Prone Position","","Pulmonary Surfactants","","Respiration, Artificial","","Respiratory Insufficiency","","Survival Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10531171","The effect of varying inspiratory to expiratory ratio on gas exchange in partial liquid ventilation.","Chest","","Lim CM","Koh Y","Shim TS","Lee SD","Kim WS","Kim DS","Kim WD","","","","","","","","","","","","","","","1999","Oct","","1999 Oct","BACKGROUND: In partial liquid ventilation (PLV), the nondependent lung was observed to be inflated first and the dependent lung later. The inflational time difference between the lung regions can lead to maldistribution of tidal gas and inefficient gas bubbling in the slow-inflating region during PLV. In this situation, increasing the inspiratory to expiratory (I:E) ratio of the mechanical ventilator would lessen the heterogeneity of regional ventilation and improve gas exchange possibly to a greater degree than in gas ventilation (GV). DESIGN AND SETTING: Animal study at the Asan Institute for Life Sciences, Seoul, Korea Subjects: Eighteen rabbits (2.6 +/- 0.5 kg) with acute lung injury by saline solution lavage. INTERVENTIONS: Three I:E ratios were tried in GV and then in PLV. I:E ratios were changed by adjusting pause (1:2, 1:1, and 2:1; group 1) or by adjusting inspiratory flow rate (1:3, 1:1, and 2:1; group 2). MEASUREMENTS AND RESULTS: With increasing I:E ratio in all animals, PaO(2)/FIO(2) increased (80 +/- 24, 143 +/- 74, and 147 +/- 88 mm Hg; p = 0.001), and PaCO(2) decreased (74 +/- 15, 66 +/- 16, and 66 +/- 15 mm Hg; p = 0.006). The increases of PaO(2)/FIO(2) from 1:2/1:3 to 1:1 (p = 0.006) and from 1:1 to 2:1 (p = 0.036) were both greater in group 1 than in group 2. PaCO(2) decreased with increasing I:E ratio in group 1, but not in group 2. The change of PaO(2)/FIO(2) by varying the I:E ratio was 49 +/- 65% in PLV and 14 +/- 14% in GV (p = 0.003). CONCLUSIONS: Extending the I:E ratio, especially by adding pause, improved gas exchange in PLV. Oxygenation in PLV was affected by the I:E ratio to a greater degree than in GV.","10.1378/chest.116.4.1032","https://doi.org/10.1378/chest.116.4.1032","","","Animals","","Capnography","","Fluorocarbons","","Humans","","Inspiratory Capacity","","Lung Volume Measurements","","Positive-Pressure Respiration","","Pulmonary Gas Exchange","","Pulmonary Ventilation","","Rabbits","","Respiration, Artificial","","Respiratory Distress Syndrome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
